restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad,item_id,protein_per_100cal,fat_per_100cal,carb_per_100cal,sodium_load_pct,health_score,healthy_trap,meal_category,calorie_band
Taco Bell,Beef Crunchy Cheesy Core Burrito,630,240,26,10.0,0.5,45,1530,76,7.0,5,22.0,15.0,4.0,35.0,Other,411,3.49,4.13,12.06,66.52,46.45,0,Main,High (600-900)
Taco Bell,Loaded Taco Burrito,550,260,29,9.0,0.5,50,1130,52,7.0,4,20.0,15.0,6.0,20.0,Other,412,3.64,5.27,9.45,49.13,49.95,0,Main,Medium (300-600)
Taco Bell,Chicken Quesarito,620,270,30,10.0,0.0,60,1440,64,4.0,4,24.0,,,,Other,413,3.87,4.84,10.32,62.61,47.43,0,Other,High (600-900)
Taco Bell,Steak Quesarito,630,280,31,11.0,0.5,65,1410,64,3.0,4,25.0,,,,Other,414,3.97,4.92,10.16,61.3,47.04,0,Beverage,High (600-900)
Taco Bell,Beef Quesarito,650,300,34,12.0,0.5,60,1450,65,6.0,5,22.0,,,,Other,415,3.38,5.23,10.0,63.04,45.47,0,Other,High (600-900)
Taco Bell,Shredded Chicken Burrito,400,160,18,4.5,0.0,30,960,45,3.0,3,16.0,,,,Other,416,4.0,4.5,11.25,41.74,54.59,0,Main,Medium (300-600)
Taco Bell,Smothered Burrito - Beef,710,320,35,13.0,1.0,75,2260,70,10.0,4,28.0,,,,Other,417,3.94,4.93,9.86,98.26,39.97,0,Main,High (600-900)
Taco Bell,Smothered Burrito - Shredded Chicken,650,250,28,10.0,0.0,70,2230,67,8.0,4,34.0,,,,Other,418,5.23,4.31,10.31,96.96,43.59,0,Main,High (600-900)
Taco Bell,Smothered Burrito - Steak,670,260,29,11.0,0.5,80,2080,68,7.0,4,35.0,,,,Other,419,5.22,4.33,10.15,90.43,43.87,0,Main,High (600-900)
Taco Bell,Chicken Spicy Cheesy Core Burrito,540,180,20,8.0,0.0,55,1740,66,5.0,5,24.0,15.0,8.0,35.0,Other,420,4.44,3.7,12.22,75.65,47.42,0,Main,Medium (300-600)
Taco Bell,Steak Spicy Cheesy Core Burrito,550,190,21,9.0,0.0,50,1750,66,5.0,5,24.0,10.0,6.0,35.0,Other,421,4.36,3.82,12.0,76.09,46.58,0,Main,Medium (300-600)
Taco Bell,Beef Spicy Cheesy Core Burrito,570,210,23,10.0,0.5,45,1760,68,7.0,5,22.0,15.0,6.0,35.0,Other,422,3.86,4.04,11.93,76.52,45.3,0,Main,Medium (300-600)
Taco Bell,Triple Melt Burrito,410,140,16,6.0,0.0,30,1030,50,4.0,3,15.0,6.0,2.0,20.0,Other,423,3.66,3.9,12.2,44.78,52.73,0,Main,Medium (300-600)
Taco Bell,XXL Grilled Stuft Burrito - Beef,880,380,42,14.0,1.0,75,2020,94,12.0,6,31.0,,,,Other,424,3.52,4.77,10.68,87.83,40.44,0,Main,High (600-900)
Taco Bell,XXL Grilled Stuft Burrito - Chicken,830,320,35,11.0,0.0,85,1940,91,10.0,6,37.0,,,,Other,425,4.46,4.22,10.96,84.35,44.02,0,Main,High (600-900)
Taco Bell,XXL Grilled Stuft Burrito - Steak,820,320,36,12.0,1.0,70,2020,91,10.0,7,33.0,,,,Other,426,4.02,4.39,11.1,87.83,42.34,0,Main,High (600-900)
Taco Bell,Chicken Soft Taco,170,50,6,3.0,0.0,30,460,18,1.0,1,12.0,,,,Other,427,7.06,3.53,10.59,20.0,62.09,0,Main,Low (<300)
Taco Bell,Cool Ranch® Doritos® Double Decker® Taco,320,120,14,5.0,0.0,25,770,36,6.0,2,13.0,,,,Other,428,4.06,4.38,11.25,33.48,55.56,0,Main,Medium (300-600)
Taco Bell,Cool Ranch® Doritos® Locos Taco,160,90,10,3.5,0.0,25,350,13,2.0,1,8.0,,,,Other,429,5.0,6.25,8.12,15.22,60.36,0,Main,Low (<300)
Taco Bell,Cool Ranch® Doritos® Locos Taco Supreme,200,100,12,4.5,0.0,35,370,15,3.0,3,9.0,,,,Other,430,4.5,6.0,7.5,16.09,59.02,0,Main,Low (<300)
Taco Bell,Crunchy Taco,170,90,10,4.0,0.0,25,290,12,3.0,1,8.0,,,,Other,431,4.71,5.88,7.06,12.61,60.12,0,Main,Low (<300)
Taco Bell,Crunchy Taco Supreme®,200,110,12,5.0,0.0,35,320,15,3.0,2,9.0,,,,Other,432,4.5,6.0,7.5,13.91,59.0,0,Main,Low (<300)
Taco Bell,Double Decker® Taco,320,120,14,5.0,0.0,25,640,37,7.0,2,13.0,,,,Other,433,4.06,4.38,11.56,27.83,56.43,0,Main,Medium (300-600)
Taco Bell,DOUBLE DECKER® Taco Supreme®,350,140,16,6.0,0.0,35,670,40,7.0,3,14.0,,,,Other,434,4.0,4.57,11.43,29.13,55.47,0,Main,Medium (300-600)
Taco Bell,Spicy Sweet Double Stacked Taco,340,160,18,7.0,0.0,35,640,32,4.0,6,12.0,10.0,2.0,15.0,Other,435,3.53,5.29,9.41,27.83,54.49,0,Main,Medium (300-600)
Taco Bell,Cool Ranch Habanero Double Stacked Taco,350,180,20,8.0,0.5,40,630,30,4.0,3,13.0,15.0,2.0,20.0,Other,436,3.71,5.71,8.57,27.39,54.04,0,Main,Medium (300-600)
Taco Bell,Nacho Crunch Double Stacked Taco,380,170,19,6.0,0.0,35,650,39,5.0,2,13.0,8.0,2.0,20.0,Other,437,3.42,5.0,10.26,28.26,55.01,0,Main,Medium (300-600)
Taco Bell,Fiery Doritos® Double Decker® Taco,320,120,13,5.0,0.0,25,770,36,7.0,2,14.0,,,,Other,438,4.38,4.06,11.25,33.48,55.89,0,Main,Medium (300-600)
Taco Bell,Fiery Doritos® Locos Taco,170,90,10,3.5,0.0,25,370,12,3.0,1,8.0,,,,Other,439,4.71,5.88,7.06,16.09,59.93,0,Main,Low (<300)
Taco Bell,Fiery Doritos® Locos Taco Supreme,200,110,12,5.0,0.0,30,390,15,3.0,2,9.0,,,,Other,440,4.5,6.0,7.5,16.96,58.54,0,Main,Low (<300)
Taco Bell,Grilled Steak Soft Taco,250,130,14,4.0,0.0,30,550,19,2.0,2,11.0,,,,Other,441,4.4,5.6,7.6,23.91,58.07,0,Main,Low (<300)
Taco Bell,Nacho Cheese Doritos® Double Decker® Taco,320,120,13,5.0,0.0,25,760,36,7.0,2,14.0,,,,Other,442,4.38,4.06,11.25,33.04,55.96,0,Main,Medium (300-600)
Taco Bell,Nacho Cheese Doritos® Locos Tacos,170,80,9,4.0,0.0,25,340,13,2.0,1,8.0,,,,Other,443,4.71,5.29,7.65,14.78,59.78,0,Main,Low (<300)
Taco Bell,Nacho Cheese Doritos® Locos Tacos Supreme,200,100,11,5.0,0.0,35,370,15,3.0,2,9.0,,,,Other,444,4.5,5.5,7.5,16.09,58.67,0,Main,Low (<300)
Taco Bell,Soft Taco Supreme® – Beef,230,100,11,5.0,0.0,35,530,22,3.0,3,10.0,,,,Other,445,4.35,4.78,9.57,23.04,57.46,0,Main,Low (<300)
Taco Bell,Soft Taco-Beef,200,80,9,4.0,0.0,25,510,19,3.0,1,10.0,,,,Other,446,5.0,4.5,9.5,22.17,58.95,0,Main,Low (<300)
Taco Bell,Spicy Potato Soft Taco,250,120,13,3.0,0.0,10,510,28,3.0,1,6.0,,,,Other,447,2.4,5.2,11.2,22.17,56.98,0,Main,Low (<300)
Taco Bell,Chalupa Supreme® - Chicken,340,160,18,4.0,0.0,40,530,29,3.0,4,16.0,,,,Other,448,4.71,5.29,8.53,23.04,58.52,0,Other,Medium (300-600)
Taco Bell,Chalupa Supreme® - Steak,340,170,18,4.0,0.0,30,570,29,3.0,4,14.0,,,,Other,449,4.12,5.29,8.53,24.78,57.65,0,Beverage,Medium (300-600)
Taco Bell,Chalupa Supreme®–Beef,370,190,21,5.0,0.0,30,570,31,4.0,4,13.0,,,,Other,450,3.51,5.68,8.38,24.78,56.33,0,Other,Medium (300-600)
Taco Bell,Double Chalupa,600,310,35,8.0,0.5,50,1010,50,6.0,5,21.0,15.0,4.0,15.0,Other,451,3.5,5.83,8.33,43.91,51.31,0,Other,Medium (300-600)
Taco Bell,Wild Naked Chicken Chalupa,420,250,28,6.0,0.0,65,1070,23,4.0,2,19.0,6.0,4.0,6.0,Other,452,4.52,6.67,5.48,46.52,53.35,0,Other,Medium (300-600)
Taco Bell,Mild Naked Chicken Chalupa,440,270,30,7.0,0.0,70,1090,22,3.0,1,20.0,6.0,4.0,6.0,Other,453,4.55,6.82,5.0,47.39,52.55,0,Other,Medium (300-600)
Taco Bell,Spicy Double Chalupa,600,310,35,8.0,0.5,50,1240,52,7.0,5,21.0,15.0,8.0,15.0,Other,454,3.5,5.83,8.67,53.91,49.78,0,Other,Medium (300-600)
Taco Bell,Fresco Bean Burrito,350,80,9,3.0,0.0,0,950,57,9.0,3,11.0,,,,Other,455,3.14,2.57,16.29,41.3,54.82,0,Main,Medium (300-600)
Taco Bell,Fresco Burrito Supreme® – Chicken,340,80,8,3.0,0.0,25,1020,50,7.0,4,17.0,,,,Other,456,5.0,2.35,14.71,44.35,56.26,0,Main,Medium (300-600)
Taco Bell,Fresco Burrito Supreme® – Steak,340,80,9,3.0,0.0,15,1060,50,7.0,4,15.0,,,,Other,457,4.41,2.65,14.71,46.09,55.39,0,Main,Medium (300-600)
Taco Bell,Fresco Chicken Soft Taco,150,35,4,1.0,0.0,25,460,18,2.0,2,11.0,,,,Other,458,7.33,2.67,12.0,20.0,63.77,0,Main,Low (<300)
Taco Bell,Fresco Crunchy Taco,140,70,8,2.0,0.0,20,290,13,3.0,1,6.0,,,,Other,459,4.29,5.71,9.29,12.61,61.08,0,Main,Low (<300)
Taco Bell,Fresco Grilled Steak Soft Taco,150,35,4,2.0,0.0,15,500,19,2.0,2,9.0,,,,Other,460,6.0,2.67,12.67,21.74,61.44,0,Main,Low (<300)
Taco Bell,Fresco Soft Taco,170,60,7,3.0,0.0,20,500,20,3.0,2,8.0,,,,Other,461,4.71,4.12,11.76,21.74,59.42,0,Main,Low (<300)
Taco Bell,Cheesy Gordita Crunch,490,260,29,10.0,1.0,55,810,39,5.0,6,20.0,,,,Other,462,4.08,5.92,7.96,35.22,51.83,0,Other,Medium (300-600)
Taco Bell,Doritos® Cheesy Gordita Crunch - Cool Ranch,490,250,28,10.0,1.0,55,890,40,5.0,5,20.0,,,,Other,463,4.08,5.71,8.16,38.7,51.3,0,Other,Medium (300-600)
Taco Bell,Doritos® Cheesy Gordita Crunch - Fiery,490,250,28,10.0,1.0,55,890,40,5.0,4,20.0,,,,Other,464,4.08,5.71,8.16,38.7,51.3,0,Other,Medium (300-600)
Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese,490,250,28,10.0,1.0,55,880,40,5.0,5,20.0,,,,Other,465,4.08,5.71,8.16,38.26,51.37,0,Other,Medium (300-600)
Taco Bell,Double Cheesy Gordita Crunch,570,290,32,12.0,1.0,70,1110,44,7.0,5,25.0,15.0,2.0,30.0,Other,466,4.39,5.61,7.72,48.26,48.76,0,Other,Medium (300-600)
Taco Bell,Gordita Supreme® – Beef,300,120,14,5.0,0.0,30,550,31,4.0,6,13.0,,,,Other,467,4.33,4.67,10.33,23.91,57.3,0,Other,Low (<300)
Taco Bell,Gordita Supreme® - Chicken,270,90,10,4.0,0.0,40,510,29,2.0,6,16.0,,,,Other,468,5.93,3.7,10.74,22.17,59.91,0,Other,Low (<300)
Taco Bell,Gordita Supreme® - Steak,270,90,11,4.0,0.0,30,550,29,2.0,6,14.0,,,,Other,469,5.19,4.07,10.74,23.91,58.88,0,Beverage,Low (<300)
Taco Bell,Nacho Fries Bellgrande,710,360,41,6.0,0.0,30,1420,73,10.0,4,13.0,10.0,4.0,8.0,Other,470,1.83,5.77,10.28,61.74,48.27,0,Side,High (600-900)
Taco Bell,Nachos BellGrande®,760,360,39,6.0,0.0,30,1100,82,13.0,5,18.0,,,,Other,471,2.37,5.13,10.79,47.83,50.94,0,Other,High (600-900)
Taco Bell,Nachos Supreme,430,210,23,5.0,0.0,30,690,44,7.0,3,12.0,,,,Other,472,2.79,5.35,10.23,30.0,54.79,0,Other,Medium (300-600)
Taco Bell,Triple Layer Nachos,320,140,15,1.5,0.0,0,600,41,6.0,2,7.0,,,,Other,473,2.19,4.69,12.81,26.09,57.22,0,Other,Medium (300-600)
Taco Bell,Triple Melt Nachos,260,140,16,4.5,0.0,30,550,19,3.0,1,10.0,6.0,0.0,10.0,Other,474,3.85,6.15,7.31,23.91,57.16,0,Other,Low (<300)
Taco Bell,Beefy Cheddar Crunchwrap Slider,410,170,19,6.0,0.0,25,960,46,4.0,3,14.0,,,,Other,475,3.41,4.63,11.22,41.74,52.94,0,Main,Medium (300-600)
Taco Bell,Beefy Mini Quesadilla,210,110,12,4.0,0.0,25,560,17,3.0,1,9.0,,,,Other,476,4.29,5.71,8.1,24.35,57.89,0,Other,Low (<300)
Taco Bell,Beefy Nacho Griller,420,170,19,4.5,0.0,20,870,49,5.0,3,12.0,,,,Other,477,2.86,4.52,11.67,37.83,54.02,0,Other,Medium (300-600)
Taco Bell,BLT Crunchwrap Slider,430,210,23,5.0,0.0,20,900,43,3.0,4,12.0,,,,Other,478,2.79,5.35,10.0,39.13,53.4,0,Main,Medium (300-600)
Taco Bell,Cantina Power Bowl - Chicken,560,200,22,4.0,0.0,60,1520,64,9.0,4,26.0,,,,Other,479,4.64,3.93,11.43,66.09,51.88,0,Salad/Bowl,Medium (300-600)
Taco Bell,Cantina Power Bowl - Steak,580,210,23,4.0,0.0,50,1460,66,10.0,4,27.0,,,,Other,480,4.66,3.97,11.38,63.48,52.3,0,Salad/Bowl,Medium (300-600)
Taco Bell,Cantina Power Bowl - Veggie,540,190,21,3.0,0.0,10,1310,75,14.0,4,14.0,,,,Other,481,2.59,3.89,13.89,56.96,51.87,0,Salad/Bowl,Medium (300-600)
Taco Bell,Cheese Quesadilla,480,240,27,11.0,1.0,50,1000,40,4.0,3,19.0,,,,Other,482,3.96,5.62,8.33,43.48,49.75,0,Other,Medium (300-600)
Taco Bell,Cheese Roll-Up,190,80,9,5.0,0.0,20,450,18,2.0,1,9.0,,,,Other,483,4.74,4.74,9.47,19.57,58.39,0,Other,Low (<300)
Taco Bell,Chicken Quesadilla,520,250,28,12.0,1.0,75,1210,41,4.0,3,27.0,,,,Other,484,5.19,5.38,7.88,52.61,48.92,0,Other,Medium (300-600)
Taco Bell,Chickstar,620,340,37,8.0,0.0,50,1290,53,4.0,4,17.0,8.0,6.0,15.0,Other,485,2.74,5.97,8.55,56.09,48.67,0,Other,High (600-900)
Taco Bell,Chili Cheese Burrito,380,150,17,8.0,1.0,35,930,41,5.0,2,16.0,,,,Other,486,4.21,4.47,10.79,40.43,52.56,0,Main,Medium (300-600)
Taco Bell,Chipotle Crispy Chicken Griller,290,170,18,3.0,0.0,25,640,22,1.0,1,9.0,,,,Other,487,3.1,6.21,7.59,27.83,56.84,0,Other,Low (<300)
Taco Bell,Crispy Chicken Quesadilla,650,340,37,13.0,0.5,75,1480,51,5.0,3,26.0,10.0,2.0,45.0,Other,488,4.0,5.69,7.85,64.35,45.21,0,Other,High (600-900)
Taco Bell,Crunchwrap Supreme®,540,190,21,6.0,0.0,30,1110,71,7.0,7,16.0,,,,Other,489,2.96,3.89,13.15,48.26,51.48,0,Main,Medium (300-600)
Taco Bell,Double Tostada,270,100,11,4.0,0.0,15,650,32,8.0,2,12.0,,,,Other,490,4.44,4.07,11.85,28.26,57.45,0,Other,Low (<300)
Taco Bell,Express Taco Salad w/ Chips,580,260,29,9.0,1.0,60,1270,59,8.0,7,23.0,,,,Other,491,3.97,5.0,10.17,55.22,49.36,0,Main,Medium (300-600)
Taco Bell,Loaded Potato Griller,470,200,22,6.0,0.0,25,1120,55,4.0,5,13.0,,,,Other,492,2.77,4.68,11.7,48.7,51.22,0,Other,Medium (300-600)
Taco Bell,Mexican Pizza,540,270,31,8.0,1.0,40,860,47,7.0,2,20.0,,,,Other,493,3.7,5.74,8.7,37.39,52.51,0,Other,Medium (300-600)
Taco Bell,MexiMelt®,270,130,14,7.0,1.0,40,740,21,3.0,2,14.0,,,,Other,494,5.19,5.19,7.78,32.17,55.53,0,Other,Low (<300)
Taco Bell,Steak Quesalupa,440,210,23,10.0,0.5,60,840,36,3.0,3,22.0,15.0,6.0,35.0,Other,495,5.0,5.23,8.18,36.52,52.58,0,Beverage,Medium (300-600)
Taco Bell,Chicken Quesalupa,440,200,23,10.0,0.5,60,840,37,3.0,3,22.0,15.0,8.0,35.0,Other,496,5.0,5.23,8.41,36.52,52.58,0,Other,Medium (300-600)
Taco Bell,Beef Quesalupa,460,240,26,11.0,1.0,50,890,38,4.0,3,19.0,15.0,6.0,35.0,Other,497,4.13,5.65,8.26,38.7,50.65,0,Other,Medium (300-600)
Taco Bell,Shredded Chicken Mini Quesadilla,180,70,8,2.5,0.0,25,540,15,2.0,1,12.0,,,,Other,498,6.67,4.44,8.33,23.48,61.51,0,Other,Low (<300)
Taco Bell,Spicy Chicken Crunchwrap Slider,400,180,20,4.0,0.0,25,900,42,3.0,3,15.0,,,,Other,499,3.75,5.0,10.5,39.13,55.08,0,Main,Medium (300-600)
Taco Bell,Spicy Tostada,200,90,10,2.5,0.0,10,440,22,4.0,1,7.0,,,,Other,500,3.5,5.0,11.0,19.13,58.93,0,Other,Low (<300)
Taco Bell,Stacker,390,170,18,8.0,0.5,40,1050,39,4.0,3,18.0,8.0,2.0,30.0,Other,501,4.62,4.62,10.0,45.65,52.19,0,Other,Medium (300-600)
Taco Bell,Steak Quesadilla,520,250,28,12.0,1.0,65,1250,41,4.0,3,25.0,,,,Other,502,4.81,5.38,7.88,54.35,48.26,0,Beverage,Medium (300-600)
Taco Bell,Original Triple Double Crunchwrap,700,270,30,9.0,0.5,45,1550,85,9.0,7,23.0,15.0,6.0,25.0,Other,503,3.29,4.29,12.14,67.39,46.81,0,Main,High (600-900)
Taco Bell,Spicy Triple Double Crunchwrap,780,340,38,10.0,0.5,50,1850,87,9.0,8,23.0,20.0,10.0,25.0,Other,504,2.95,4.87,11.15,80.43,43.77,0,Main,High (600-900)
Taco Bell,Express Taco Salad w/ Chips,580,260,29,9.0,1.0,60,1270,59,8.0,7,23.0,,,,Other,505,3.97,5.0,10.17,55.22,49.36,0,Main,Medium (300-600)
Taco Bell,Fiesta Taco Salad-Beef,780,380,42,10.0,1.0,60,1340,74,11.0,7,26.0,,,,Other,506,3.33,5.38,9.49,58.26,47.54,0,Main,High (600-900)
Taco Bell,Fiesta Taco Salad-Chicken,720,320,35,7.0,0.0,70,1260,70,8.0,8,32.0,,,,Other,507,4.44,4.86,9.72,54.78,51.31,0,Main,High (600-900)
Taco Bell,Fiesta Taco Salad-Steak,720,320,36,8.0,1.0,55,1340,70,8.0,8,28.0,,,,Other,508,3.89,5.0,9.72,58.26,49.51,0,Main,High (600-900)
